SKU,Name,Price,description,Attribute 1 name,Attribute 1 value(s),brand,categories,images
AKKA_ACTIVE_B2254_Xam,Giày thể thao AKKA Active B2254 - Xám,"590,000",,Size,40 39 41 42 43 44,thao,32,"https://pos.nvncdn.com/b0b717-26181/ps/20240116_fllhQsxZke.jpeg,https://pos.nvncdn.com/b0b717-26181/ps/20240116_jE1RcKQp5Q.jpeg,https://pos.nvncdn.com/b0b717-26181/ps/20240116_hbOMDSMmh8.jpeg,https://pos.nvncdn.com/b0b717-26181/ps/20240116_nXXNy2mcsG.jpeg,https://pos.nvncdn.com/b0b717-26181/ps/20240116_uSW8N3QjYt.jpeg,https://pos.nvncdn.com/b0b717-26181/ps/20240116_kOb6Z1ucML.jpeg,https://pos.nvncdn.com/b0b717-26181/ps/20240116_7D6s2mzzha.jpeg,"
AKKA_ACTIVE_B2254_Xamden,Giày thể thao AKKA Active B2254 - Xám/Đen,"590,000",,Size,40 39 41 42 43 44,thao,32,"https://pos.nvncdn.com/b0b717-26181/ps/20240116_KuJJ3YZ4r3.jpeg,https://pos.nvncdn.com/b0b717-26181/ps/20240116_eRVAJAh9rw.jpeg,https://pos.nvncdn.com/b0b717-26181/ps/20240116_rOuUKG4FYm.jpeg,https://pos.nvncdn.com/b0b717-26181/ps/20240116_4wvdkEnabM.jpeg,https://pos.nvncdn.com/b0b717-26181/ps/20240116_k3KnEQeQFm.jpeg,https://pos.nvncdn.com/b0b717-26181/ps/20240116_xjD0unOsH0.jpeg,https://pos.nvncdn.com/b0b717-26181/ps/20240116_fdqe6Iuy8P.jpeg,https://pos.nvncdn.com/b0b717-26181/ps/20240116_pDAMnBNQAm.jpeg,"
AKKA_ACTIVE_B2254_Dencam,Giày thể thao AKKA Active B2254 - Đen/Cam,"590,000",,Size,40 39 41 42 43 44,thao,32,"https://pos.nvncdn.com/b0b717-26181/ps/20240116_IAAcHpxq7J.jpeg,https://pos.nvncdn.com/b0b717-26181/ps/20240116_UpJJrNtmmU.jpeg,https://pos.nvncdn.com/b0b717-26181/ps/20240116_RJ9cSB37oz.jpeg,https://pos.nvncdn.com/b0b717-26181/ps/20240116_SW2fRF9WEv.jpeg,https://pos.nvncdn.com/b0b717-26181/ps/20240116_eWJA9KJl5P.jpeg,https://pos.nvncdn.com/b0b717-26181/ps/20240116_nORRNsnn5V.jpeg,https://pos.nvncdn.com/b0b717-26181/ps/20240116_Bv4cLBArDy.jpeg,https://pos.nvncdn.com/b0b717-26181/ps/20240116_Av6oEqsRE1.jpeg,https://pos.nvncdn.com/b0b717-26181/ps/20240116_6G8F4PZHZ2.jpeg,"
B2257TH,Giày thể thao AKKA Active B2257 - Tím/Hồng,"550,000",,Size,39 34 38 35 36 37,thao,32,"https://pos.nvncdn.com/b0b717-26181/ps/20231204_ySGuhzwa75.jpeg,"
B2257HT,Giày thể thao AKKA Active B2257 - Hồng/Trắng,"550,000",,Size,39 34 38 35 36 37,thao,32,"https://pos.nvncdn.com/b0b717-26181/ps/20231204_CD4lzAD6Ub.jpeg,"
B2257ĐH,Giày thể thao AKKA Active B2257 - Đen/Hồng,"550,000",,Size,39 34 38 35 36 37,thao,32,"https://pos.nvncdn.com/b0b717-26181/ps/20231204_rI40h6V8Jq.jpeg,"
B2257XN,Giày thể thao AKKA Active B2257 - Xanh nhạt,"550,000",,Size,39 34 38 35 36 37,thao,32,"https://pos.nvncdn.com/b0b717-26181/ps/20231204_jeOJ7WL8b0.jpeg,"
B2257ĐT,Giày thể thao AKKA Active B2257 - Đen/Trắng,"590,000",,Size,40 39 41 42 43 44,thao,32,"https://pos.nvncdn.com/b0b717-26181/ps/20231204_rq1vKV9Qae.jpeg,"
B2257,Giày thể thao AKKA Active B2257 - Xanh lá,"590,000",,Size,40 39 41 42 43 44,thao,32,"https://pos.nvncdn.com/b0b717-26181/ps/20231204_174pxaoEPk.jpeg,"
AKKA_ACTIVE_2221_Xanhtroi,Giày thể thao AKKA Active B2221 - Xanh Trời,"590,000",,Size,40 39 41 42 43 44,thao,32,"https://pos.nvncdn.com/b0b717-26181/ps/20230819_nTFJzl8Qa5.jpeg,"
